C3,C4,O1,O2,Cz,F3,F4,F7,F8,Fz,Fp1,Fp2,Fpz,P3,P4,Pz,T3,T4,T5,T6,ECGL,ECGR
mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV
-14.5475,-11.5483,-36.6891,-27.8367,-21.4622,-19.4802,-5.6188,11.5665,-18.5896,-12.4881,3.5196,-16.2523,252.4776,-4.6034,-5.6681,-29.8132,-22.7856,-2.6248,-52.8532,-19.3363,5.665,-44.3537
-10.4242,-7.5378,-28.8338,-21.2929,-19.4591,-16.4904,-2.5957,17.5457,-11.323,-8.5099,8.4852,-12.6972,108.5282,-0.67305,-1.7357,-23.2676,-17.5533,2.6172,-46.2983,-14.7499,15.4642,-33.2365
-3.552,1.5114,-18.3601,-13.4404,-14.5422,-7.5211,6.4735,27.4623,-2.2398,-3.505,19.4987,-2.5397,-317.5132,6.5327,6.7845,-15.4128,-7.7427,13.7564,-38.4324,-5.577,33.756,-16.2338
-6.4536,-1.4707,-24.2516,-18.6754,-16.5454,-10.5108,3.4504,22.504,-7.6897,-4.5317,14.4694,-4.5712,-257.5104,3.2573,3.5075,-19.3402,-11.6669,9.1697,-43.6763,-8.853,31.1429,-18.8496
-13.4785,-11.5483,-36.6891,-28.4911,-20.4606,-18.4999,-4.6111,11.5665,-17.3785,-11.4615,4.4745,-14.7287,186.5247,-4.6034,-5.6681,-28.5041,-21.4776,-2.6248,-52.8532,-19.3363,19.3838,-27.351
-11.4932,-10.52,-32.7615,-25.2192,-20.4606,-16.4904,-3.6034,14.4832,-15.5618,-10.5632,5.4931,-14.7287,214.4829,-3.2933,-4.3573,-26.5404,-19.5154,-1.3143,-51.5422,-17.3707,25.2634,-19.5036
-4.4683,-0.54524,-19.6693,-17.3667,-15.5438,-8.5013,5.4658,26.4415,-4.662,-3.505,17.5252,-3.5555,-226.4696,4.5675,3.5075,-17.3765,-9.7048,11.7907,-39.7434,-6.2322,43.5552,-0.53898
-3.552,-0.54524,-22.2878,-17.3667,-14.5422,-7.5211,7.4812,26.4415,-3.4509,-3.505,19.4987,-1.524,-340.5251,5.2225,3.5075,-17.3765,-8.3967,13.7564,-40.3989,-6.2322,43.5552,3.3847
-10.4242,-9.4916,-35.3799,-29.7999,-19.4591,-15.5101,-2.5957,15.504,-15.5618,-9.5365,8.4852,-13.713,78.4909,-3.2933,-7.6343,-28.5041,-20.8235,-0.65902,-50.2313,-18.6811,27.2232,-9.6943
-12.5622,-13.5021,-37.3437,-31.763,-22.4638,-17.5197,-6.6265,14.4832,-18.5896,-11.4615,4.4745,-17.2681,267.532,-5.2585,-10.2559,-31.7769,-22.7856,-4.5905,-52.8532,-22.6123,17.424,-14.272
-5.5373,-6.5095,-24.2516,-20.6386,-18.4575,-8.5013,1.435,24.5456,-9.5064,-4.5317,14.4694,-6.6027,-102.5211,1.2921,-1.7357,-21.3039,-11.6669,5.2382,-41.7099,-12.7843,17.424,-7.7324
-2.483,-1.4707,-19.6693,-16.7123,-15.5438,-5.5115,5.4658,28.4831,-5.2675,-1.4517,22.4908,-2.5397,-365.4725,5.2225,1.5413,-18.6857,-5.7805,11.7907,-35.8104,-8.853,16.7707,-7.7324
-6.4536,-9.4916,-28.8338,-25.2192,-18.4575,-11.4911,-1.588,21.4832,-14.3507,-7.4832,13.5145,-9.65,-49.472,0.63708,-4.3573,-25.2313,-12.321,0.65148,-42.3653,-17.3707,1.7453,-21.4654
-9.5079,-16.4842,-33.4161,-29.7999,-21.4622,-14.4809,-7.6342,15.504,-21.6173,-10.5632,7.5303,-16.2523,278.5003,-3.2933,-9.6005,-30.4678,-18.8614,-7.2115,-47.6093,-24.5779,-9.3605,-30.6207
-4.4683,-9.4916,-23.597,-21.2929,-19.4591,-10.5108,-2.5957,24.5456,-13.7452,-7.4832,14.4694,-10.6657,23.5063,2.6023,-3.7019,-22.613,-11.6669,0.65148,-39.7434,-15.4051,-1.5211,-20.8115
-0.49773,-2.4991,-17.7055,-14.7492,-15.5438,-5.5115,4.4581,30.5248,-5.2675,-3.505,20.5173,-2.5397,-351.4933,8.4979,3.5075,-16.722,-3.8184,10.4802,-32.533,-8.853,7.6248,-11.6561
-5.5373,-7.5378,-25.5608,-21.2929,-17.4559,-10.5108,-0.58034,22.504,-13.7452,-6.4566,14.4694,-8.6342,-168.474,3.2573,-2.3911,-22.613,-9.7048,2.6172,-39.7434,-15.4051,-2.8277,-22.7733
-11.4932,-14.5304,-34.7253,-30.4542,-21.4622,-17.5197,-8.6419,13.4624,-22.2229,-11.4615,4.4745,-17.2681,243.5166,-4.6034,-10.2559,-30.4678,-18.8614,-7.2115,-47.6093,-24.5779,-15.24,-34.5444
-8.4389,-11.5483,-28.8338,-25.2192,-20.4606,-15.5101,-4.6111,19.4415,-16.7729,-9.5365,8.4852,-13.713,140.501,-1.3281,-5.6681,-26.5404,-14.2831,-3.28,-43.6763,-19.3363,-10.667,-27.351
-2.483,-1.4707,-17.7055,-15.4035,-16.5454,-8.5013,4.4581,28.4831,-5.2675,-3.505,19.4987,-3.5555,-299.5196,6.5327,3.5075,-17.3765,-4.4724,9.1697,-33.8439,-7.5426,3.7051,-12.3101
-3.552,-2.4991,-22.2878,-18.6754,-16.5454,-9.4816,3.4504,25.5665,-7.6897,-5.5583,16.5066,-4.5712,-281.5259,4.5675,1.5413,-19.3402,-7.7427,8.5145,-37.7769,-8.853,0.43871,-17.5417
-10.4242,-12.4738,-34.7253,-28.4911,-21.4622,-16.4904,-5.6188,14.4832,-18.5896,-11.4615,5.4931,-15.7445,166.5237,-3.2933,-8.2897,-29.8132,-18.8614,-3.28,-45.6428,-20.6467,-14.5867,-32.5826
-11.4932,-12.4738,-32.7615,-27.8367,-22.4638,-15.5101,-5.6188,16.5248,-16.7729,-10.5632,7.5303,-15.7445,235.4875,-3.2933,-8.2897,-29.8132,-18.8614,-3.28,-45.6428,-20.6467,-14.5867,-31.2747
-3.552,-3.5274,-20.3239,-17.3667,-17.4559,-8.5013,3.4504,28.4831,-5.2675,-3.505,18.4801,-3.5555,-198.5113,3.2573,0.23046,-19.3402,-8.3967,8.5145,-35.8104,-8.853,0.43871,-14.272
-3.552,-0.54524,-21.6331,-17.3667,-17.4559,-7.5211,6.4735,29.5039,-4.662,-2.4784,20.5173,-0.50824,-347.4788,4.5675,1.5413,-19.3402,-7.7427,12.446,-33.8439,-8.853,2.3986,-13.618
-9.5079,-10.52,-33.4161,-29.7999,-21.4622,-14.4809,-3.6034,18.5665,-14.3507,-9.5365,10.5224,-10.6657,46.5181,-2.6382,-8.2897,-28.5041,-18.8614,-0.65902,-43.6763,-19.3363,-12.6269,-29.3128
-12.5622,-14.5304,-36.6891,-32.4174,-22.4638,-17.5197,-6.6265,15.504,-18.5896,-11.4615,6.5117,-16.2523,273.4821,-6.5686,-11.5668,-32.4315,-22.7856,-5.2458,-48.2648,-24.5779,-18.5064,-34.5444
-7.5226,-6.5095,-26.2154,-23.2561,-18.4575,-10.5108,-0.58034,24.5456,-9.5064,-5.5583,15.488,-8.6342,-71.4802,-0.67305,-3.7019,-23.2676,-13.629,4.583,-40.3989,-14.7499,-6.7474,-20.8115
-4.4683,-1.4707,-21.6331,-18.6754,-16.5454,-8.5013,5.4658,28.4831,-5.2675,-3.505,19.4987,-1.524,-368.4834,3.2573,0.23046,-19.3402,-8.3967,12.446,-35.8104,-8.853,0.43871,-13.618
-9.5079,-8.4633,-32.7615,-27.8367,-18.4575,-15.5101,-1.588,19.4415,-14.3507,-8.5099,11.4773,-9.65,-79.5093,-2.6382,-5.6681,-25.2313,-15.5912,2.6172,-42.3653,-15.4051,-10.667,-25.3891
-13.4785,-15.4559,-35.3799,-31.763,-22.4638,-19.4802,-9.6496,13.4624,-20.4062,-12.4881,4.4745,-17.2681,269.4676,-6.5686,-10.2559,-30.4678,-22.7856,-5.2458,-47.6093,-22.6123,-18.5064,-34.5444
-8.4389,-8.4633,-26.2154,-23.2561,-19.4591,-14.4809,-3.6034,20.4623,-12.5341,-8.5099,11.4773,-10.6657,48.5254,-0.67305,-3.7019,-24.5767,-15.5912,3.2725,-38.4324,-14.7499,-7.4006,-21.4654
-3.552,-2.4991,-16.3963,-14.7492,-14.5422,-8.5013,3.4504,30.5248,-4.662,-3.505,20.5173,-1.524,-342.5323,7.1877,3.5075,-16.722,-5.7805,14.4117,-29.2555,-4.2666,5.665,-8.3864
-6.4536,-4.4529,-23.597,-19.3298,-17.4559,-10.5108,1.435,25.5665,-8.2953,-6.4566,17.5252,-4.5712,-200.5185,3.2573,-0.42494,-21.3039,-9.7048,8.5145,-33.8439,-8.853,-0.21457,-14.272
-11.4932,-13.5021,-31.4523,-27.8367,-21.4622,-16.4904,-7.6342,18.5665,-17.3785,-11.4615,9.5038,-12.6972,227.5302,-1.3281,-7.6343,-29.8132,-17.5533,-1.3143,-40.3989,-17.3707,-10.667,-25.3891
-9.5079,-11.5483,-24.2516,-20.6386,-22.4638,-14.4809,-5.6188,23.5248,-11.323,-8.5099,13.5145,-9.65,164.5164,0.63708,-4.3573,-26.5404,-13.629,2.6172,-35.8104,-13.4395,-4.7875,-18.8496
-3.552,-1.4707,-14.4325,-11.4773,-17.4559,-7.5211,5.4658,33.4414,-1.6342,-2.4784,23.5093,-0.50824,-277.5114,8.4979,4.1629,-17.3765,-3.8184,15.7222,-24.6671,-1.6458,8.2781,-2.5008
-4.4683,-1.4707,-16.3963,-14.7492,-17.4559,-8.5013,5.4658,32.5664,-2.2398,-2.4784,23.5093,0.50751,-305.5414,6.5327,2.1967,-19.3402,-4.4724,14.4117,-26.6335,-2.301,8.2781,-3.8087
-12.5622,-9.4916,-27.5246,-22.6017,-22.4638,-15.5101,-3.6034,22.504,-12.5341,-10.5632,13.5145,-8.6342,137.4901,-0.67305,-5.6681,-28.5041,-13.629,3.2725,-34.4994,-13.4395,-3.481,-14.272
-12.5622,-10.52,-24.2516,-21.2929,-22.4638,-15.5101,-3.6034,22.504,-10.7175,-9.5365,13.5145,-9.65,245.5238,-0.67305,-3.7019,-29.8132,-15.5912,4.583,-33.8439,-12.7843,-5.4408,-9.6943
-5.5373,-0.54524,-12.4686,-9.5141,-18.4575,-7.5211,5.4658,33.4414,0.78796,-2.4784,24.5279,1.5233,-172.4885,7.1877,4.1629,-18.6857,-4.4724,17.6879,-23.3561,-0.3354,2.3986,3.3847
-3.552,1.5114,-12.4686,-7.551,-16.5454,-6.4918,8.4889,34.4622,2.6046,-1.4517,27.52,5.5862,-357.5151,9.1529,7.4399,-17.3765,-1.8563,20.3089,-22.7006,1.6302,6.3182,6.6545
-9.5079,-6.5095,-26.2154,-20.6386,-20.4606,-14.4809,-0.58034,22.504,-7.6897,-7.4832,17.5252,-4.5712,13.47,0.63708,-1.7357,-25.2313,-12.321,8.5145,-35.8104,-10.8186,2.3986,-2.5008
-13.4785,-11.5483,-31.4523,-24.5648,-22.4638,-17.5197,-4.6111,19.4415,-11.323,-9.5365,12.4959,-9.65,275.4894,-4.6034,-5.6681,-29.8132,-17.5533,2.6172,-42.3653,-14.7499,8.2781,-0.53898
-8.4389,-4.4529,-23.597,-16.7123,-18.4575,-12.5204,2.4427,26.4415,-1.6342,-3.505,19.4987,-1.524,-43.5219,-0.67305,-0.42494,-23.2676,-11.6669,11.7907,-37.7769,-6.2322,33.756,17.7717
-6.4536,0.48308,-22.2878,-15.4035,-16.5454,-9.4816,8.4889,30.5248,3.2102,-1.4517,25.4829,6.602,-366.4761,1.2921,3.5075,-19.3402,-7.7427,19.6537,-38.4324,-0.3354,63.1536,27.5809
-12.5622,-5.4812,-34.7253,-26.528,-19.4591,-15.5101,2.4427,21.4832,-3.4509,-5.5583,18.4801,-0.50824,-111.4821,-7.2237,-3.7019,-27.8495,-18.8614,10.4802,-51.5422,-10.8186,69.6864,12.54
-18.518,-13.5021,-45.8536,-34.3805,-23.4653,-21.4897,-4.6111,13.4624,-11.323,-11.4615,9.5038,-9.65,258.4993,-15.7396,-10.2559,-34.3951,-28.672,0.65148,-60.7191,-19.3363,78.179,-1.8469
-14.5475,-8.4633,-38.6529,-27.8367,-21.4622,-17.5197,-0.58034,19.4415,-2.2398,-7.4832,14.4694,-3.5555,72.4691,-11.8092,-5.6681,-30.4678,-21.4776,7.204,-56.7862,-13.4395,126.5217,16.4638
-8.4389,-0.54524,-28.8338,-20.6386,-17.4559,-9.4816,9.4966,29.5039,6.2379,-1.4517,24.5279,6.602,-335.5069,-5.2585,1.5413,-22.613,-12.321,19.6537,-48.2648,-2.301,187.2768,44.5837
-11.4932,-3.5274,-34.7253,-25.2192,-19.4591,-12.5204,6.4735,26.4415,1.3935,-3.505,19.4987,2.539,-231.4877,-7.2237,-2.3911,-27.8495,-14.2831,14.4117,-50.2313,-7.5426,197.7292,25.6191
-16.5328,-13.5021,-42.5806,-35.6893,-23.4653,-18.4999,-2.5957,17.5457,-9.5064,-9.5365,11.4773,-7.6185,206.5256,-13.7744,-11.5668,-35.7043,-20.8235,2.6172,-56.7862,-19.3363,179.4374,-5.7706
-13.4785,-11.5483,-36.6891,-30.4542,-23.4653,-16.4904,-1.588,22.504,-5.2675,-7.4832,14.4694,-5.587,186.5247,-9.844,-9.6005,-31.7769,-15.5912,3.2725,-48.2648,-17.3707,158.5325,-16.2338
-6.4536,-1.4707,-22.2878,-18.6754,-18.4575,-8.5013,8.4889,33.4414,4.4212,-0.55341,26.5014,4.5705,-260.5213,-0.67305,-0.42494,-21.3039,-1.8563,16.3774,-35.8104,-5.577,129.7881,-18.8496
-6.4536,-0.54524,-22.2878,-19.3298,-18.4575,-8.5013,9.4966,33.4414,3.2102,-1.4517,26.5014,5.5862,-329.4851,0.63708,-0.42494,-22.613,-1.8563,16.3774,-34.4994,-4.2666,93.2045,-27.351
-13.4785,-10.52,-33.4161,-30.4542,-23.4653,-14.4809,1.435,22.504,-7.6897,-7.4832,16.5066,-4.5712,106.5209,-5.2585,-8.2897,-32.4315,-11.6669,4.583,-44.3318,-15.4051,60.5405,-40.43
-13.4785,-13.5021,-32.7615,-28.4911,-24.4669,-15.5101,-2.5957,21.4832,-8.2953,-8.5099,14.4694,-6.6027,254.4848,-7.2237,-10.2559,-33.7406,-12.321,2.6172,-44.3318,-17.3707,39.6355,-35.8523
-7.5226,-4.4529,-20.3239,-17.3667,-20.4606,-8.5013,6.4735,34.4622,2.6046,-2.4784,25.4829,3.5547,-140.5157,1.2921,-0.42494,-24.5767,-1.8563,14.4117,-33.8439,-4.2666,33.756,-15.5799
-4.4683,-0.54524,-18.3601,-14.7492,-18.4575,-6.4918,10.5043,36.5039,5.6323,0.47323,30.5121,8.6335,-363.5369,3.2573,2.1967,-21.3039,2.722,19.6537,-31.222,-0.3354,23.3035,-7.7324
-10.4242,-8.4633,-29.4884,-26.528,-22.4638,-12.5204,2.4427,27.4623,-2.2398,-6.4566,20.5173,-1.524,-19.5065,-3.2933,-5.6681,-31.7769,-6.4346,7.204,-40.3989,-11.4738,1.7453,-21.4654
-13.4785,-14.5304,-32.7615,-29.7999,-25.4685,-15.5101,-3.6034,23.5248,-8.2953,-8.5099,15.488,-7.6185,272.4785,-6.5686,-9.6005,-35.7043,-11.6669,0.65148,-44.3318,-16.7155,-9.3605,-27.351
-7.5226,-6.5095,-21.6331,-19.3298,-22.4638,-9.4816,3.4504,32.5664,0.78796,-3.505,24.5279,-0.50824,-16.4956,0.63708,-1.7357,-26.5404,-2.5103,12.446,-33.8439,-6.2322,-0.21457,-12.3101
-3.552,0.48308,-14.4325,-12.786,-17.4559,-5.5115,10.5043,38.5456,7.449,0.47323,31.5307,8.6335,-363.5369,6.5327,4.1629,-19.3402,3.3761,20.3089,-27.289,1.6302,7.6248,-2.5008
-8.4389,-4.4529,-24.2516,-21.2929,-19.4591,-10.5108,4.4581,29.5039,-0.42314,-3.505,24.5279,1.5233,-139.5121,1.2921,-0.42494,-24.5767,-2.5103,13.7564,-34.4994,-5.577,-4.7875,-14.272
-13.4785,-12.4738,-32.7615,-28.4911,-22.4638,-16.4904,-3.6034,21.4832,-8.2953,-9.5365,14.4694,-8.6342,251.4739,-5.2585,-8.2897,-32.4315,-10.3588,2.6172,-41.7099,-14.7499,-17.8531,-25.3891
-10.4242,-8.4633,-25.5608,-21.2929,-21.4622,-13.5006,-0.58034,27.4623,-3.4509,-6.4566,19.4987,-3.5555,102.5064,-1.3281,-1.7357,-26.5404,-4.4724,8.5145,-36.4659,-8.853,-10.667,-16.2338
-3.552,-0.54524,-15.7417,-12.786,-16.5454,-7.5211,7.4812,35.4831,5.6323,-0.55341,29.4935,5.5862,-319.5205,6.5327,6.7845,-17.3765,4.6842,20.3089,-27.289,2.2854,1.7453,-2.5008
-5.5373,-3.5274,-21.6331,-17.3667,-17.4559,-9.4816,3.4504,31.5456,0.78796,-3.505,26.5014,2.539,-255.5032,3.2573,2.1967,-20.6493,-0.54818,14.4117,-31.222,-1.6458,-4.7875,-10.3482
-12.5622,-13.5021,-32.7615,-27.8367,-22.4638,-17.5197,-5.6188,20.4623,-11.323,-10.5632,13.5145,-8.6342,189.5355,-4.6034,-5.6681,-29.8132,-10.3588,2.6172,-39.7434,-13.4395,-19.813,-25.3891
-12.5622,-12.4738,-29.4884,-24.5648,-21.4622,-15.5101,-5.6188,22.504,-9.5064,-9.5365,15.488,-7.6185,212.4757,-3.2933,-5.6681,-28.5041,-9.7048,3.2725,-38.4324,-12.7843,-19.813,-24.7352
-6.4536,-3.5274,-18.3601,-15.4035,-16.5454,-8.5013,3.4504,32.5664,1.3935,-3.505,25.4829,2.539,-231.4877,3.2573,3.5075,-19.3402,-0.54818,14.4117,-30.5665,-1.6458,-6.7474,-10.3482
-7.5226,-1.4707,-21.6331,-17.3667,-15.5438,-8.5013,6.4735,31.5456,1.3935,-3.505,27.52,5.5862,-341.5287,2.6023,3.5075,-19.3402,-0.54818,15.7222,-31.222,-0.3354,-6.7474,-11.6561
-14.5475,-9.4916,-33.4161,-28.4911,-20.4606,-16.4904,-2.5957,19.4415,-9.5064,-8.5099,15.488,-4.5712,78.4909,-6.5686,-5.6681,-29.8132,-11.6669,4.583,-43.6763,-11.4738,-22.4261,-28.6589
-17.449,-12.4738,-37.3437,-29.7999,-21.4622,-18.4999,-3.6034,16.5248,-9.5064,-9.5365,12.4959,-8.6342,260.5066,-8.5338,-7.6343,-31.7769,-15.5912,0.65148,-44.3318,-13.4395,-28.3056,-33.2365
-11.4932,-3.5274,-26.2154,-20.6386,-17.4559,-13.5006,3.4504,24.5456,-0.42314,-5.5583,21.4722,0.50751,-111.4821,-2.6382,0.23046,-23.2676,-7.7427,12.446,-36.4659,-3.6114,-15.24,-18.8496
-9.5079,0.48308,-22.2878,-17.3667,-14.5422,-10.5108,8.4889,28.4831,4.4212,-1.4517,26.5014,6.602,-369.487,0.63708,3.5075,-19.3402,-2.5103,18.3432,-31.222,1.6302,-9.3605,-14.272
-14.5475,-6.5095,-34.7253,-27.8367,-18.4575,-16.4904,2.4427,19.4415,-4.662,-7.4832,18.4801,-1.524,-50.4757,-6.5686,-3.7019,-26.5404,-10.3588,8.5145,-41.7099,-8.853,-22.4261,-29.3128
-17.449,-13.5021,-38.6529,-32.4174,-21.4622,-20.5094,-3.6034,13.4624,-10.7175,-11.4615,12.4959,-8.6342,270.4712,-10.499,-9.6005,-31.7769,-16.2452,-0.65902,-46.2983,-15.4051,-32.2253,-38.4682
-11.4932,-7.5378,-28.8338,-23.2561,-18.4575,-14.4809,1.435,22.504,-2.2398,-6.4566,21.4722,-1.524,10.5308,-3.2933,-3.7019,-24.5767,-6.4346,7.204,-37.7769,-7.5426,-21.7728,-27.351
-7.5226,-0.54524,-20.3239,-18.6754,-14.5422,-9.4816,8.4889,29.5039,2.6046,-1.4517,27.52,5.5862,-362.5333,2.6023,3.5075,-17.3765,1.4139,16.3774,-30.5665,-0.3354,-12.6269,-18.8496
-11.4932,-5.4812,-30.7977,-25.2192,-17.4559,-13.5006,3.4504,22.504,-5.2675,-4.5317,22.4908,-0.50824,-173.4922,-1.3281,-1.7357,-23.2676,-4.4724,8.5145,-36.4659,-8.853,-23.7326,-29.3128
-16.5328,-14.5304,-39.3075,-33.7261,-22.4638,-19.4802,-5.6188,13.4624,-15.5618,-10.5632,13.5145,-11.6815,234.4839,-8.5338,-10.2559,-32.4315,-15.5912,-3.28,-43.6763,-18.6811,-36.7982,-43.6998
-13.4785,-11.5483,-32.7615,-28.4911,-20.4606,-16.4904,-3.6034,18.5665,-11.323,-7.4832,18.4801,-7.6185,128.5291,-5.2585,-7.6343,-27.8495,-10.3588,0.65148,-39.7434,-13.4395,-32.2253,-37.8142
-7.5226,-2.4991,-23.597,-19.3298,-17.4559,-8.5013,5.4658,30.5248,-2.2398,-1.4517,28.4749,2.539,-308.4806,1.2921,0.23046,-19.3402,-1.8563,11.7907,-30.5665,-4.2666,-19.813,-25.3891
-8.4389,-3.5274,-27.5246,-23.2561,-17.4559,-8.5013,5.4658,28.4831,-4.662,-3.505,28.4749,1.5233,-286.4724,0.63708,-1.7357,-23.2676,-2.5103,9.1697,-31.222,-6.2322,-22.4261,-31.2747
-15.4637,-13.5021,-39.3075,-33.7261,-22.4638,-14.4809,-4.6111,17.5457,-15.5618,-8.5099,18.4801,-8.6342,160.5019,-7.2237,-10.2559,-32.4315,-13.629,-3.28,-40.3989,-19.3363,-37.4515,-46.3156
-15.4637,-14.5304,-37.3437,-32.4174,-23.4653,-14.4809,-4.6111,19.4415,-14.3507,-7.4832,19.4987,-9.65,226.5265,-7.2237,-10.2559,-34.3951,-12.321,-4.5905,-38.4324,-17.3707,-38.7581,-45.6616
-8.4389,-4.4529,-26.2154,-23.2561,-18.4575,-7.5211,4.4581,31.5456,-3.4509,-0.55341,29.4935,1.5233,-209.4795,-0.67305,-2.3911,-24.5767,-0.54818,7.204,-28.6,-6.2322,-23.7326,-30.6207
-7.5226,-3.5274,-26.2154,-24.5648,-18.4575,-4.4823,7.4812,32.5664,-2.2398,0.47323,32.4856,4.5705,-354.5042,1.2921,-1.7357,-23.2676,1.4139,9.1697,-27.289,-5.577,-21.7728,-30.6207
-13.4785,-14.5304,-39.3075,-36.3437,-23.4653,-11.4911,-3.6034,22.504,-15.5618,-5.5583,22.4908,-5.587,43.5072,-6.5686,-10.2559,-34.3951,-9.7048,-3.28,-36.4659,-17.3707,-38.7581,-48.2774
-15.4637,-18.5409,-41.2714,-37.6524,-25.4685,-13.5006,-6.6265,20.4623,-18.5896,-6.4566,19.4987,-10.6657,265.5247,-9.844,-14.8438,-37.6679,-11.6669,-8.522,-38.4324,-22.6123,-44.6376,-54.8169
-9.5079,-10.52,-30.7977,-28.4911,-22.4638,-6.4918,-0.58034,30.5248,-9.5064,-1.4517,28.4749,-1.524,-78.5057,-1.3281,-7.6343,-28.5041,-1.8563,0.65148,-29.2555,-13.4395,-31.572,-40.43
-5.5373,-5.4812,-26.2154,-24.5648,-18.4575,-2.5218,6.4735,35.4831,-4.662,2.5265,34.5228,5.5862,-371.4943,2.6023,-3.7019,-24.5767,4.6842,7.204,-24.6671,-7.5426,-24.3859,-34.5444
-10.4242,-12.4738,-37.3437,-33.7261,-21.4622,-7.5211,-0.58034,25.5665,-14.3507,-2.4784,26.5014,-1.524,-79.5093,-3.2933,-11.5668,-31.7769,-3.8184,-1.3143,-32.533,-17.3707,-37.4515,-48.2774
-16.5328,-20.4947,-43.2352,-40.2699,-23.4653,-13.5006,-8.6419,19.4415,-22.2229,-6.4566,18.4801,-10.6657,267.532,-9.844,-17.4654,-38.3225,-11.6669,-12.4535,-39.7434,-25.2331,-49.2106,-60.7025
-10.4242,-14.5304,-34.7253,-33.7261,-22.4638,-8.5013,-2.5957,25.5665,-15.5618,-3.505,24.5279,-5.587,42.5036,-3.2933,-12.2222,-31.7769,-4.4724,-6.5563,-33.8439,-19.3363,-42.6778,-51.5472
-6.4536,-6.5095,-28.8338,-28.4911,-18.4575,-4.4823,3.4504,32.5664,-8.2953,1.4999,32.4856,2.539,-350.4897,1.2921,-6.3235,-24.5767,2.722,1.3067,-27.289,-12.7843,-33.5318,-44.3537
-11.4932,-12.4738,-37.3437,-37.6524,-19.4591,-8.5013,-0.58034,26.4415,-15.5618,-2.4784,26.5014,-2.5397,-200.5185,-3.2933,-13.533,-31.7769,-2.5103,-4.5905,-34.4994,-19.3363,-43.331,-54.8169
-16.5328,-20.4947,-48.4721,-46.8137,-24.4669,-13.5006,-8.6419,17.5457,-25.2506,-8.5099,16.5066,-12.6972,221.5084,-10.499,-21.3978,-39.6316,-12.321,-15.7297,-43.6763,-30.4747,-57.7032,-69.8578
-14.5475,-18.5409,-42.5806,-41.5787,-23.4653,-11.4911,-6.6265,22.504,-20.4062,-5.5583,20.5173,-9.65,157.491,-8.5338,-18.7762,-36.3588,-9.7048,-12.4535,-39.7434,-25.2331,-53.7835,-64.6262
-7.5226,-8.4633,-31.4523,-31.763,-18.4575,-2.5218,3.4504,34.4622,-9.5064,1.4999,30.5121,1.5233,-285.5404,-0.67305,-8.2897,-27.8495,0.75991,0.65148,-29.2555,-14.7499,-40.7179,-50.2393
-10.4242,-9.4916,-35.3799,-34.3805,-19.4591,-4.4823,3.4504,32.5664,-12.5341,0.47323,30.5121,0.50751,-308.4806,-2.6382,-10.2559,-29.8132,1.4139,0.65148,-32.533,-17.3707,-43.331,-55.4709
-16.5328,-19.4663,-46.5082,-44.8506,-23.4653,-11.4911,-5.6188,22.504,-22.2229,-5.5583,20.5173,-8.6342,138.4937,-9.844,-19.4316,-39.6316,-7.7427,-12.4535,-41.7099,-28.5091,-58.3565,-72.4736
-15.4637,-20.4947,-44.5444,-43.5418,-25.4685,-11.4911,-7.6342,23.5248,-21.6173,-4.5317,20.5173,-10.6657,243.5166,-10.499,-20.7424,-40.2862,-7.7427,-13.764,-41.7099,-27.8539,-61.6229,-73.7815
-9.5079,-11.5483,-32.7615,-33.7261,-21.4622,-5.5115,2.4427,34.4622,-9.5064,0.47323,31.5307,-0.50824,-176.5031,-2.6382,-11.5668,-31.7769,2.722,-1.3143,-31.222,-17.3707,-49.2106,-60.7025
-8.4389,-8.4633,-31.4523,-32.4174,-20.4606,-2.5218,6.4735,35.4831,-8.2953,3.5532,34.5228,3.5547,-360.526,-0.67305,-9.6005,-30.4678,4.6842,2.6172,-29.2555,-15.4051,-47.2507,-60.7025
-14.5475,-16.4842,-43.2352,-42.2331,-24.4669,-8.5013,-0.58034,26.4415,-18.5896,-2.4784,24.5279,-4.5712,13.47,-7.2237,-17.4654,-39.6316,-4.4724,-8.522,-39.7434,-27.8539,-63.5827,-78.3592
-18.518,-20.4947,-49.7813,-46.8137,-26.4701,-12.5204,-4.6111,22.504,-21.6173,-5.5583,19.4987,-11.6815,269.4676,-11.8092,-20.7424,-43.559,-10.3588,-14.4192,-44.3318,-30.4747,-73.3819,-85.5527
-13.4785,-13.5021,-39.3075,-39.6155,-23.4653,-5.5115,1.435,31.5456,-11.323,-0.55341,28.4749,-2.5397,-49.472,-6.5686,-12.2222,-35.7043,-2.5103,-3.28,-37.7769,-21.3019,-63.5827,-75.7434
-9.5079,-6.5095,-34.7253,-34.3805,-20.4606,-3.502,8.4889,36.5039,-4.662,3.5532,35.4777,4.5705,-374.5052,-0.67305,-7.6343,-30.4678,3.3761,5.2382,-34.4994,-14.7499,-56.3966,-70.5118
-15.4637,-13.5021,-45.8536,-42.2331,-23.4653,-7.5211,1.435,28.4831,-13.7452,-1.4517,26.5014,-2.5397,-111.4821,-6.5686,-14.8438,-37.6679,-4.4724,-2.6248,-44.3318,-23.2675,-70.7688,-85.5527
