C3,C4,O1,O2,Cz,F3,F4,F7,F8,Fz,Fp1,Fp2,Fpz,P3,P4,Pz,T3,T4,T5,T6,ECGL,ECGR
-159.4785,-49.4738,-249.7615,-244.4911,-381.4638,-123.4904,-41.6034,231.4832,14.7047,31.4635,155.4694,-16.6342,210.4739,21.741500000000002,-92.2897,-305.4315,18.641199999999998,4.6172,-129.7099,-106.7499,92.1469,-146.38909999999998
-156.4242,-45.463300000000004,-242.5608,-237.2929,-380.4622,-120.5006,-38.58034,237.4623,19.5491,34.5434,160.49869999999999,-11.5555,61.5064,25.6719,-85.7357,-299.5404,24.5276,10.5145,-124.4659,-100.853,99.333,-137.2338
-149.552,-37.54524,-232.7417,-228.786,-375.5454,-114.5211,-30.5188,245.4831,28.6323,40.44659,170.4935,-2.4138,-360.5205,33.5327,-77.2155,-290.3765,33.6842,22.3089,-115.289,-89.7146,111.7453,-123.5008
-151.5373,-40.5274,-238.6331,-233.3667,-376.4559,-116.4816,-34.5496,241.5456,23.787959999999998,37.495,167.5014,-5.461,-296.5032,30.2573,-81.80330000000001,-293.6493,28.45182,16.4117,-119.22200000000001,-93.6458,105.2125,-131.3482
-158.5622,-50.5021,-249.7615,-243.8367,-381.4638,-124.5197,-43.6188,230.4623,11.677,30.436799999999998,154.5145,-16.6342,148.5355,22.3966,-89.6681,-302.8132,18.641199999999998,4.6172,-127.74340000000001,-105.4395,90.187,-146.38909999999998
-158.5622,-49.4738,-246.4884,-240.5648,-380.4622,-122.5101,-43.6188,232.504,13.4936,31.4635,156.488,-15.618500000000001,171.4757,23.7067,-89.6681,-301.5041,19.2952,5.2725,-126.4324,-104.7843,90.187,-145.7352
-152.4536,-40.5274,-235.3601,-231.4035,-375.5454,-115.5013,-34.5496,242.5664,24.3935,37.495,166.4829,-5.461,-272.4877,30.2573,-80.4925,-292.3402,28.45182,16.4117,-118.5665,-93.6458,103.2526,-131.3482
-153.5226,-38.4707,-238.6331,-233.3667,-374.5438,-115.5013,-31.5265,241.5456,24.3935,37.495,168.52,-2.4138,-382.5287,29.6023,-80.4925,-292.3402,28.45182,17.7222,-119.22200000000001,-92.3354,103.2526,-132.6561
-160.5475,-46.4916,-250.4161,-244.4911,-379.4606,-123.4904,-40.5957,229.4415,13.4936,32.4901,156.488,-12.571200000000001,37.490899999999996,20.4314,-89.6681,-302.8132,17.3331,6.583,-131.6763,-103.4738,87.5739,-149.6589
-163.449,-49.4738,-254.3437,-245.7999,-380.4622,-125.4999,-41.6034,226.5248,13.4936,31.4635,153.4959,-16.6342,219.5066,18.4662,-91.6343,-304.7769,13.4088,2.65148,-132.3318,-105.4395,81.6944,-154.2365
-157.4932,-40.5274,-243.2154,-236.6386,-376.4559,-120.5006,-34.5496,234.5456,22.57686,35.4417,162.4722,-7.49249,-152.4821,24.3618,-83.76954,-296.2676,21.2573,14.446,-124.4659,-95.6114,94.76,-139.8496
-155.5079,-36.51692,-239.2878,-233.3667,-373.5422,-117.5108,-29.5111,238.4831,27.4212,39.5483,167.5014,-1.3979999999999997,-410.487,27.63708,-80.4925,-292.3402,26.4897,20.3432,-119.22200000000001,-90.3698,100.6395,-135.272
-160.5475,-43.5095,-251.7253,-243.8367,-377.4575,-123.4904,-35.5573,229.4415,18.338,33.5168,159.4801,-9.524000000000001,-91.4757,20.4314,-87.7019,-299.5404,18.641199999999998,10.5145,-129.7099,-100.853,87.5739,-150.3128
-163.449,-50.5021,-255.6529,-248.4174,-380.4622,-127.5094,-41.6034,223.4624,12.2825,29.5385,153.4959,-16.6342,229.4712,16.500999999999998,-93.6005,-304.7769,12.7548,1.34098,-134.29829999999998,-107.4051,77.7747,-159.4682
-157.4932,-44.5378,-245.8338,-239.2561,-377.4575,-121.4809,-36.565,232.504,20.7602,34.5434,162.4722,-9.524000000000001,-30.4692,23.7067,-87.7019,-297.5767,22.5654,9.204,-125.7769,-99.5426,88.2272,-148.351
-153.5226,-37.54524,-237.3239,-234.6754,-373.5422,-116.4816,-29.5111,239.5039,25.6046,39.5483,168.52,-2.4138,-403.5333,29.6023,-80.4925,-290.3765,30.413899999999998,18.3774,-118.5665,-92.3354,97.3731,-139.8496
-157.4932,-42.4812,-247.7977,-241.2192,-376.4559,-120.5006,-34.5496,232.504,17.7325,36.4683,163.4908,-8.50824,-214.4922,25.6719,-85.7357,-296.2676,24.5276,10.5145,-124.4659,-100.853,86.2674,-150.3128
-162.5328,-51.5304,-256.3075,-249.7261,-381.4638,-126.4802,-43.6188,223.4624,7.4382,30.436799999999998,154.5145,-19.6815,193.4839,18.4662,-94.2559,-305.4315,13.4088,-1.2799999999999998,-131.6763,-110.6811,73.20179999999999,-164.6998
-159.4785,-48.5483,-249.7615,-244.4911,-379.4606,-123.4904,-41.6034,228.5665,11.677,33.5168,159.4801,-15.618500000000001,87.5291,21.741500000000002,-91.6343,-300.8495,18.641199999999998,2.65148,-127.74340000000001,-105.4395,77.7747,-158.8142
-153.5226,-39.4991,-240.597,-235.3298,-376.4559,-115.5013,-32.5342,240.5248,20.7602,39.5483,169.4749,-5.461,-349.4806,28.2921,-83.76954,-292.3402,27.1437,13.7907,-118.5665,-96.2666,90.187,-146.38909999999998
-154.4389,-40.5274,-244.5246,-239.2561,-376.4559,-115.5013,-32.5342,238.4831,18.338,37.495,169.4749,-6.4767,-327.4724,27.63708,-85.7357,-296.2676,26.4897,11.1697,-119.22200000000001,-98.2322,87.5739,-152.2747
-161.4637,-50.5021,-256.3075,-249.7261,-381.4638,-121.4809,-42.6111,227.5457,7.4382,32.4901,159.4801,-16.6342,119.5019,19.7763,-94.2559,-305.4315,15.371,-1.2799999999999998,-128.3989,-111.3363,72.54849999999999,-167.31560000000002
-161.4637,-51.5304,-254.3437,-248.4174,-382.4653,-121.4809,-42.6111,229.4415,8.6493,33.5168,160.49869999999999,-17.65,185.5265,19.7763,-94.2559,-307.3951,16.679000000000002,-2.5904999999999996,-126.4324,-109.3707,71.2419,-166.6616
-154.4389,-41.4529,-243.2154,-239.2561,-377.4575,-114.5211,-33.5419,241.5456,19.5491,40.44659,170.4935,-6.4767,-250.4795,26.32695,-86.3911,-297.5767,28.45182,9.204,-116.6,-98.2322,86.2674,-151.6207
-153.5226,-40.5274,-243.2154,-240.5648,-377.4575,-111.4823,-30.5188,242.5664,20.7602,41.47323,173.4856,-3.4295,-395.5042,28.2921,-85.7357,-296.2676,30.413899999999998,11.1697,-115.289,-97.577,88.2272,-151.6207
-159.4785,-51.5304,-256.3075,-252.3437,-382.4653,-118.4911,-41.6034,232.504,7.4382,35.4417,163.4908,-13.587,2.5071999999999974,20.4314,-94.2559,-307.3951,19.2952,-1.2799999999999998,-124.4659,-109.3707,71.2419,-169.2774
-161.4637,-55.5409,-258.27139999999997,-253.6524,-384.4685,-120.5006,-44.6265,230.4623,4.410399999999999,34.5434,160.49869999999999,-18.6657,224.5247,17.156,-98.8438,-310.66790000000003,17.3331,-6.522,-126.4324,-114.6123,65.36240000000001,-175.8169
-155.5079,-47.519999999999996,-247.7977,-244.4911,-381.4638,-113.4918,-38.58034,240.5248,13.4936,39.5483,169.4749,-9.524000000000001,-119.5057,25.6719,-91.6343,-301.5041,27.1437,2.65148,-117.2555,-105.4395,78.428,-161.43
-151.5373,-42.4812,-243.2154,-240.5648,-377.4575,-109.5218,-31.5265,245.4831,18.338,43.5265,175.5228,-2.4138,-412.4943,29.6023,-87.7019,-297.5767,33.6842,9.204,-112.6671,-99.5426,85.61410000000001,-155.5444
-156.4242,-49.4738,-254.3437,-249.7261,-380.4622,-114.5211,-38.58034,235.5665,8.6493,38.5216,167.5014,-9.524000000000001,-120.5093,23.7067,-95.5668,-304.7769,25.1816,0.6857,-120.533,-109.3707,72.54849999999999,-169.2774
-162.5328,-57.4947,-260.2352,-256.2699,-382.4653,-120.5006,-46.6419,229.4415,0.7771000000000008,34.5434,159.4801,-18.6657,226.53199999999998,17.156,-101.4654,-311.3225,17.3331,-10.4535,-127.74340000000001,-117.23310000000001,60.7894,-181.7025
-156.4242,-51.5304,-251.7253,-249.7261,-381.4638,-115.5013,-40.5957,235.5665,7.4382,37.495,165.5279,-13.587,1.5035999999999987,23.7067,-96.2222,-304.7769,24.5276,-4.5563,-121.84389999999999,-111.3363,67.32220000000001,-172.5472
-152.4536,-43.5095,-245.8338,-244.4911,-377.4575,-111.4823,-34.5496,242.5664,14.7047,42.4999,173.4856,-5.461,-391.4897,28.2921,-90.3235,-297.5767,31.722,3.3067,-115.289,-104.7843,76.4682,-165.3537
-157.4932,-49.4738,-254.3437,-253.6524,-378.4591,-115.5013,-38.58034,236.4415,7.4382,38.5216,167.5014,-10.5397,-241.5185,23.7067,-97.533,-304.7769,26.4897,-2.5904999999999996,-122.49940000000001,-111.3363,66.669,-175.8169
-162.5328,-57.4947,-265.4721,-262.8137,-383.4669,-120.5006,-46.6419,227.5457,-2.2505999999999986,32.4901,157.5066,-20.697200000000002,180.5084,16.500999999999998,-105.3978,-312.6316,16.679000000000002,-13.7297,-131.6763,-122.4747,52.2968,-190.8578
-160.5475,-55.5409,-259.5806,-257.5787,-382.4653,-118.4911,-44.6265,232.504,2.5938000000000017,35.4417,161.5173,-17.65,116.49100000000001,18.4662,-102.7762,-309.3588,19.2952,-10.4535,-127.74340000000001,-117.23310000000001,56.2165,-185.62619999999998
-153.5226,-45.463300000000004,-248.4523,-247.763,-377.4575,-109.5218,-34.5496,244.4622,13.4936,42.4999,171.5121,-6.4767,-326.5404,26.32695,-92.2897,-300.8495,29.75991,2.65148,-117.2555,-106.7499,69.2821,-171.23930000000001
-156.4242,-46.4916,-252.3799,-250.38049999999998,-378.4591,-111.4823,-34.5496,242.5664,10.4659,41.47323,171.5121,-7.49249,-349.4806,24.3618,-94.2559,-302.8132,30.413899999999998,2.65148,-120.533,-109.3707,66.669,-176.4709
-162.5328,-56.466300000000004,-263.5082,-260.8506,-382.4653,-118.4911,-43.6188,232.504,0.7771000000000008,35.4417,161.5173,-16.6342,97.49369999999999,17.156,-103.4316,-312.6316,21.2573,-10.4535,-129.7099,-120.5091,51.6435,-193.4736
-161.4637,-57.4947,-261.5444,-259.5418,-384.4685,-118.4911,-45.6342,233.5248,1.3826999999999998,36.4683,161.5173,-18.6657,202.5166,16.500999999999998,-104.7424,-313.2862,21.2573,-11.764,-129.7099,-119.8539,48.3771,-194.7815
-155.5079,-48.5483,-249.7615,-249.7261,-380.4622,-112.5115,-35.5573,244.4622,13.4936,41.47323,172.5307,-8.50824,-217.5031,24.3618,-95.5668,-304.7769,31.722,0.6857,-119.22200000000001,-109.3707,60.7894,-181.7025
-154.4389,-45.463300000000004,-248.4523,-248.4174,-379.4606,-109.5218,-31.5265,245.4831,14.7047,44.5532,175.5228,-4.4453,-401.526,26.32695,-93.6005,-303.4678,33.6842,4.6172,-117.2555,-107.4051,62.7493,-181.7025
-160.5475,-53.4842,-260.2352,-258.2331,-383.4669,-115.5013,-38.58034,236.4415,4.410399999999999,38.5216,165.5279,-12.571200000000001,-27.53,19.7763,-101.4654,-312.6316,24.5276,-6.522,-127.74340000000001,-119.8539,46.4173,-199.3592
-164.518,-57.4947,-266.7813,-262.8137,-385.4701,-119.5204,-42.6111,232.504,1.3826999999999998,35.4417,160.49869999999999,-19.6815,228.4676,15.1908,-104.7424,-316.55899999999997,18.641199999999998,-12.4192,-132.3318,-122.4747,36.6181,-206.55270000000002
-159.4785,-50.5021,-256.3075,-255.6155,-382.4653,-112.5115,-36.565,241.5456,11.677,40.44659,169.4749,-10.5397,-90.47200000000001,20.4314,-96.2222,-308.7043,26.4897,-1.2799999999999998,-125.7769,-113.3019,46.4173,-196.7434
-155.5079,-43.5095,-251.7253,-250.38049999999998,-379.4606,-110.502,-29.5111,246.5039,18.338,44.5532,176.4777,-3.4295,-415.5052,26.32695,-91.6343,-303.4678,32.3761,7.2382,-122.49940000000001,-106.7499,53.6034,-191.5118
-161.4637,-50.5021,-262.85360000000003,-258.2331,-382.4653,-114.5211,-36.565,238.4831,9.2548,39.5483,167.5014,-10.5397,-152.4821,20.4314,-98.8438,-310.66790000000003,24.5276,-0.6248,-132.3318,-115.2675,39.2312,-206.55270000000002
-166.5033,-57.4947,-271.3635,-265.4312,-386.4716,-119.5204,-43.6188,230.4623,2.5938000000000017,34.5434,159.4801,-18.6657,216.4957,13.2256,-104.7424,-318.5227,17.3331,-9.7982,-139.5422,-121.8195,26.165599999999998,-219.6317
-162.5328,-52.4559,-261.5444,-256.2699,-383.4669,-115.5013,-38.58034,238.4831,10.4659,39.5483,165.5279,-12.571200000000001,26.5227,18.4662,-97.533,-311.3225,23.2195,-1.2799999999999998,-132.3318,-114.6123,33.351699999999994,-211.7843
-155.5079,-43.5095,-252.3799,-247.763,-378.4591,-109.5218,-30.5188,246.5039,19.5491,43.5265,175.5228,-4.4453,-382.5287,26.32695,-89.6681,-303.4678,32.3761,8.5487,-125.7769,-104.7843,43.15089999999999,-201.321
-157.4932,-46.4916,-259.5806,-253.6524,-380.4622,-112.5115,-34.5496,241.5456,14.7047,40.44659,170.4935,-8.50824,-271.4841,22.3966,-92.2897,-307.3951,28.45182,4.6172,-131.6763,-109.3707,36.6181,-210.4764
-164.518,-54.5125,-269.3997,-260.8506,-383.4669,-118.4911,-43.6188,231.4832,4.410399999999999,35.4417,160.49869999999999,-18.6657,166.5292,16.500999999999998,-101.4654,-315.2499,18.641199999999998,-6.522,-141.5087,-119.8539,22.245900000000006,-224.86329999999998
-162.5328,-53.4842,-264.8174,-257.5787,-382.4653,-116.4816,-42.6111,235.5665,7.4382,36.4683,162.4722,-17.65,142.5138,18.4662,-97.533,-312.6316,21.2573,-3.2458,-137.57580000000002,-115.2675,24.205799999999996,-221.5935
-155.5079,-43.5095,-250.4161,-247.763,-377.4575,-109.5218,-34.5496,246.5039,18.338,42.4999,172.5307,-7.49249,-302.525,27.63708,-87.7019,-303.4678,31.722,9.204,-127.74340000000001,-103.4738,38.5779,-206.55270000000002
-154.4389,-43.5095,-251.7253,-246.45420000000001,-378.4591,-108.4925,-32.5342,246.5039,18.338,41.47323,173.4856,-6.4767,-366.4706,28.2921,-87.7019,-302.8132,32.3761,10.5145,-127.74340000000001,-103.4738,39.2312,-208.5145
-159.4785,-52.4559,-261.5444,-255.6155,-382.4653,-115.5013,-41.6034,237.4623,9.2548,36.4683,164.5093,-16.6342,72.4746,22.3966,-95.5668,-309.3588,23.2195,-0.6248,-136.2648,-115.2675,26.165599999999998,-223.55540000000002
-160.5475,-53.4842,-260.2352,-254.3068,-383.4669,-115.5013,-44.6265,238.4831,8.6493,34.5434,162.4722,-18.6657,213.4848,22.3966,-97.533,-310.66790000000003,23.2195,-1.2799999999999998,-135.6093,-115.2675,25.512299999999996,-223.55540000000002
-153.5226,-45.463300000000004,-248.4523,-243.8367,-379.4606,-109.5218,-34.5496,248.5456,20.7602,40.44659,172.5307,-8.50824,-184.5266,30.2573,-88.3573,-301.5041,34.3382,11.1697,-124.4659,-104.7843,41.191,-207.8605
-152.4536,-40.5274,-246.4884,-243.8367,-377.4575,-107.51223,-31.5265,251.4622,22.57686,42.4999,176.4777,-4.4453,-400.5224,31.5675,-85.7357,-299.5404,39.570499999999996,15.7564,-122.49940000000001,-101.5082,46.4173,-203.28289999999998
-157.4932,-49.4738,-258.27139999999997,-253.6524,-382.4653,-113.4918,-38.58034,241.5456,12.2825,36.4683,166.4829,-12.571200000000001,-54.484700000000004,24.3618,-94.2559,-308.7043,30.413899999999998,4.6172,-130.3653,-112.6467,34.658199999999994,-217.6698
-159.4785,-56.466300000000004,-262.85360000000003,-257.5787,-384.4685,-117.5108,-44.6265,236.4415,7.4382,33.5168,160.49869999999999,-19.6815,234.4894,20.4314,-99.4992,-312.6316,26.4897,-1.2799999999999998,-134.29829999999998,-118.5435,26.165599999999998,-224.86329999999998
-155.5079,-48.5483,-252.3799,-248.4174,-380.4622,-112.5115,-38.58034,245.4831,15.3103,38.5216,167.5014,-13.587,-55.4883,27.63708,-92.2897,-304.7769,34.3382,5.2725,-125.7769,-110.6811,38.5779,-210.4764
-151.5373,-41.4529,-244.5246,-243.8367,-376.4559,-109.5218,-31.5265,251.4622,22.57686,41.47323,174.5042,-7.49249,-403.5333,33.5327,-86.3911,-297.5767,41.5327,15.7564,-119.22200000000001,-102.8186,49.6837,-200.6671
-154.4389,-47.519999999999996,-254.3437,-249.7261,-378.4591,-113.4918,-37.57265,242.5664,14.7047,37.495,167.5014,-13.587,-176.4976,28.2921,-92.2897,-303.4678,33.6842,7.2382,-125.7769,-109.3707,41.191,-209.82240000000002
-159.4785,-54.5125,-261.5444,-256.2699,-382.4653,-119.5204,-44.6265,235.5665,6.2271,32.4901,157.5066,-21.713,214.4884,22.3966,-98.8438,-308.7043,25.1816,-2.5904999999999996,-131.6763,-118.5435,31.391800000000003,-220.2856
-155.5079,-51.5304,-252.3799,-249.7261,-380.4622,-114.5211,-41.6034,242.5664,12.2825,35.4417,163.4908,-17.65,60.50279999999999,27.63708,-93.6005,-303.4678,31.722,2.65148,-124.4659,-111.3363,42.497600000000006,-208.5145
-148.483,-42.4812,-241.2516,-241.2192,-376.4559,-107.51223,-33.5419,252.483,21.3658,41.47323,173.4856,-8.50824,-358.5132,35.4979,-85.7357,-295.613,42.1867,15.7564,-113.3225,-101.5082,57.523,-193.4736
-150.4683,-45.463300000000004,-247.7977,-246.45420000000001,-376.4559,-108.4925,-35.5573,248.5456,18.338,39.5483,170.4935,-10.5397,-290.4814,32.2225,-88.3573,-297.5767,40.2246,11.1697,-117.2555,-105.4395,55.5632,-196.7434
-155.5079,-55.5409,-257.6168,-256.2699,-381.4638,-115.5013,-44.6265,238.4831,8.6493,32.4901,160.49869999999999,-20.697200000000002,151.4747,25.6719,-97.533,-307.3951,29.75991,-0.6248,-126.4324,-117.23310000000001,43.15089999999999,-208.5145
-155.5079,-53.4842,-253.6891,-253.6524,-381.4638,-115.5013,-43.6188,241.5456,10.4659,33.5168,161.5173,-21.713,172.4793,27.63708,-96.2222,-304.7769,32.3761,0.6857,-123.8104,-116.5779,47.7238,-203.28289999999998
-148.483,-44.5378,-241.2516,-243.8367,-377.4575,-107.51223,-35.5573,252.483,20.7602,40.44659,172.5307,-10.5397,-271.4841,35.4979,-87.7019,-296.2676,43.4948,11.1697,-112.6671,-105.4395,64.7091,-186.28019999999998
-148.483,-44.5378,-243.2154,-244.4911,-376.4559,-107.51223,-33.5419,252.483,21.3658,40.44659,173.4856,-8.50824,-375.5033,35.4979,-88.3573,-296.2676,44.1488,13.7907,-111.3561,-105.4395,67.32220000000001,-183.6644
-155.5079,-53.4842,-254.3437,-255.6155,-381.4638,-113.4918,-42.6111,242.5664,10.4659,35.4417,162.4722,-18.6657,46.5236,27.63708,-98.8438,-306.7406,34.3382,0.6857,-120.533,-117.23310000000001,55.5632,-197.3973
-157.4932,-57.4947,-255.6529,-255.6155,-382.4653,-116.4816,-45.6342,240.5248,7.4382,32.4901,160.49869999999999,-22.7287,226.53199999999998,24.3618,-98.8438,-308.7043,31.722,-2.5904999999999996,-121.84389999999999,-120.5091,53.6034,-197.3973
-150.4683,-48.5483,-243.2154,-244.4911,-379.4606,-108.4925,-37.57265,250.4414,18.338,38.5216,169.4749,-14.602699999999999,-147.5356,32.2225,-90.3235,-299.5404,40.2246,9.204,-111.3561,-108.71549999999999,70.5886,-180.3946
-148.483,-43.5095,-240.597,-243.8367,-377.4575,-108.4925,-32.5342,252.483,21.3658,40.44659,172.5307,-9.524000000000001,-404.5369,36.1529,-86.3911,-295.613,44.1488,13.7907,-108.7341,-104.7843,78.428,-173.8551
-154.4389,-51.5304,-250.4161,-251.6893,-379.4606,-113.4918,-39.588,243.4414,12.2825,36.4683,164.5093,-17.65,-84.5219,29.6023,-94.2559,-303.4678,36.3003,4.6172,-116.6,-113.3019,67.32220000000001,-184.3183
-158.5622,-56.466300000000004,-255.6529,-256.2699,-382.4653,-117.5108,-45.6342,238.4831,6.2271,32.4901,158.5252,-23.744500000000002,234.4894,25.6719,-98.8438,-308.7043,29.75991,-3.2458,-121.84389999999999,-119.8539,61.4427,-190.8578
-154.4389,-49.4738,-245.8338,-248.4174,-380.4622,-112.5115,-38.58034,245.4831,16.5214,37.495,164.5093,-16.6342,-25.5228,30.2573,-91.6343,-302.8132,38.2625,5.2725,-114.6335,-110.6811,74.50829999999999,-175.8169
-148.483,-40.5274,-238.6331,-240.5648,-376.4559,-107.51223,-30.5188,253.5039,24.3935,40.44659,172.5307,-8.50824,-393.4969,36.1529,-84.42494,-294.3039,46.765,17.7222,-107.4231,-100.853,88.2272,-162.7379
-151.5373,-44.5378,-246.4884,-246.45420000000001,-378.4591,-111.4823,-34.5496,247.5247,19.5491,37.495,165.5279,-12.571200000000001,-203.5239,33.5327,-89.6681,-299.5404,40.2246,11.1697,-114.6335,-106.7499,83.6542,-170.5853
-156.4242,-52.4559,-255.6529,-253.6524,-382.4653,-118.4911,-41.6034,237.4623,10.4659,32.4901,156.488,-22.7287,205.5275,26.32695,-96.2222,-307.3951,31.722,1.34098,-122.49940000000001,-114.6123,73.20179999999999,-179.7406
-154.4389,-49.4738,-249.7615,-247.763,-381.4638,-114.5211,-38.58034,243.4414,17.7325,36.4683,161.5173,-17.65,92.47559999999999,29.6023,-91.6343,-303.4678,36.3003,8.5487,-117.2555,-107.4051,82.3477,-168.6235
-148.483,-39.4991,-239.2878,-238.6017,-376.4559,-108.4925,-29.5111,252.483,29.2379,41.47323,171.5121,-6.4767,-341.5232,36.1529,-83.76954,-295.613,45.456900000000005,21.6537,-108.7341,-95.6114,98.6797,-151.6207
-150.4683,-40.5274,-244.5246,-242.528,-377.4575,-110.502,-29.5111,249.5664,27.4212,40.44659,170.4935,-7.49249,-316.5041,34.1877,-84.42494,-297.5767,42.1867,21.6537,-110.70060000000001,-97.577,97.3731,-155.5444
-157.4932,-50.5021,-256.3075,-252.3437,-381.4638,-117.5108,-39.588,238.4831,17.7325,34.5434,159.4801,-18.6657,129.4666,25.6719,-93.6005,-308.7043,30.413899999999998,9.204,-121.84389999999999,-108.71549999999999,84.3075,-168.6235
-157.4932,-50.5021,-254.3437,-250.38049999999998,-381.4638,-118.4911,-40.5957,238.4831,18.338,34.5434,158.5252,-18.6657,189.4694,24.3618,-92.2897,-307.3951,29.75991,9.204,-121.84389999999999,-107.4051,86.2674,-165.3537
-152.4536,-40.5274,-244.5246,-240.5648,-377.4575,-110.502,-31.5265,248.5456,30.448999999999998,40.44659,169.4749,-6.4767,-245.5331,31.5675,-84.42494,-298.2313,40.2246,23.6194,-111.3561,-95.6114,102.5994,-148.351
-151.5373,-37.54524,-245.8338,-241.2192,-375.5454,-110.502,-28.5034,249.5664,31.6601,40.44659,170.4935,-4.4453,-387.4752,30.2573,-82.4587,-297.5767,40.2246,26.2404,-111.3561,-93.6458,106.519,-145.7352
-158.5622,-46.4916,-258.27139999999997,-252.3437,-380.4622,-117.5108,-37.57265,238.4831,22.57686,35.4417,161.5173,-13.587,12.471800000000002,23.7067,-90.3235,-308.7043,29.75991,13.7907,-121.84389999999999,-104.7843,92.1469,-160.77609999999999
-162.5328,-51.5304,-260.2352,-254.3068,-382.4653,-120.5006,-41.6034,234.5456,18.338,32.4901,156.488,-18.6657,230.4749,20.4314,-94.2559,-309.3588,24.5276,9.204,-125.7769,-109.3707,87.5739,-165.3537
-156.4242,-42.4812,-251.7253,-245.7999,-377.4575,-115.5013,-33.5419,243.4414,28.6323,37.495,165.5279,-9.524000000000001,-119.5057,26.32695,-86.3911,-301.5041,30.413899999999998,20.3432,-118.5665,-99.5426,99.333,-151.6207
-153.5226,-37.54524,-247.7977,-243.8367,-375.5454,-112.5115,-28.5034,247.5247,33.4767,41.47323,169.4749,-3.4295,-411.4906,30.2573,-82.4587,-297.5767,35.6463,27.5509,-114.6335,-93.6458,107.1723,-144.4273
-160.5475,-44.5378,-259.5806,-253.6524,-378.4591,-119.5204,-34.5496,236.4415,24.3935,35.4417,160.49869999999999,-11.5555,-114.4875,22.3966,-89.6681,-305.4315,26.4897,16.4117,-124.4659,-103.4738,94.76,-157.5063
-165.4343,-51.5304,-265.4721,-258.2331,-382.4653,-125.4999,-40.5957,229.4415,18.338,31.4635,153.4959,-18.6657,228.4676,17.156,-94.2559,-311.3225,18.641199999999998,8.5487,-130.3653,-109.3707,85.61410000000001,-166.6616
-161.4637,-44.5378,-256.3075,-250.38049999999998,-379.4606,-120.5006,-35.5573,236.4415,26.2102,36.4683,159.4801,-10.5397,-0.503700000000002,22.3966,-88.3573,-305.4315,26.4897,17.7222,-124.4659,-102.8186,95.41329999999999,-153.5826
-155.5079,-36.51692,-247.7977,-243.8367,-376.4559,-113.4918,-26.4881,244.4622,36.5045,41.47323,169.4749,-1.3979999999999997,-391.4897,28.2921,-81.80330000000001,-297.5767,34.3382,28.2062,-118.5665,-93.6458,107.1723,-142.4654
-159.4785,-40.5274,-257.6168,-249.7261,-378.4591,-117.5108,-29.5111,237.4623,30.448999999999998,39.5483,163.4908,-6.4767,-238.5076,23.7067,-86.3911,-302.8132,28.45182,22.3089,-124.4659,-99.5426,97.3731,-152.2747
-166.5033,-49.4738,-267.4359,-259.5418,-383.4669,-123.4904,-38.58034,228.5665,22.57686,34.5434,153.4959,-14.602699999999999,184.5229,15.1908,-93.6005,-311.3225,16.679000000000002,11.1697,-134.29829999999998,-109.3707,81.6944,-167.31560000000002
-164.518,-47.519999999999996,-263.5082,-257.5787,-382.4653,-121.4809,-35.5573,231.4832,26.2102,36.4683,155.4694,-11.5555,114.4838,16.500999999999998,-91.6343,-308.7043,18.641199999999998,13.7907,-132.3318,-107.4051,83.6542,-163.3919
-157.4932,-37.54524,-252.3799,-247.763,-378.4591,-114.5211,-25.4804,241.5456,36.5045,42.4999,166.4829,-1.3979999999999997,-326.5404,23.7067,-83.76954,-300.8495,28.45182,25.5852,-124.4659,-97.577,97.3731,-146.38909999999998
-158.5622,-38.4707,-256.3075,-251.6893,-378.4591,-114.5211,-26.4881,240.5248,34.687799999999996,41.47323,165.5279,-2.4138,-346.5414,22.3966,-85.7357,-302.8132,26.4897,25.5852,-126.4324,-99.5426,95.41329999999999,-149.6589
-165.4343,-49.4738,-269.3997,-262.8137,-383.4669,-121.4809,-36.565,228.5665,22.57686,34.5434,155.4694,-12.571200000000001,98.4974,13.2256,-94.2559,-312.6316,14.7169,11.1697,-138.2313,-111.3363,79.7346,-165.3537
-165.4343,-50.5021,-268.7451,-262.8137,-383.4669,-121.4809,-38.58034,229.4415,23.787959999999998,34.5434,154.5145,-13.587,202.5166,12.5706,-95.5668,-312.6316,14.7169,10.5145,-138.2313,-112.6467,79.7346,-165.3537
-159.4785,-40.5274,-255.6529,-251.6893,-379.4606,-114.5211,-28.5034,239.5039,35.2934,41.47323,164.5093,-2.4138,-217.5031,21.741500000000002,-86.3911,-303.4678,25.1816,22.3089,-128.3989,-102.8186,94.76,-151.6207
-157.4932,-37.54524,-254.3437,-250.38049999999998,-377.4575,-112.5115,-25.4804,241.5456,37.7156,42.4999,168.52,0.6334999999999997,-398.5151,23.7067,-84.42494,-300.8495,28.45182,26.2404,-127.74340000000001,-98.2322,99.333,-151.6207
-163.449,-45.463300000000004,-266.7813,-260.8506,-381.4638,-119.5204,-34.5496,230.4623,27.4212,36.4683,157.5066,-8.50824,-27.53,15.1908,-92.2897,-309.3588,18.641199999999998,14.446,-137.57580000000002,-110.6811,90.187,-166.6616
-166.5033,-50.5021,-269.3997,-262.8137,-382.4653,-123.4904,-38.58034,226.5248,23.787959999999998,33.5168,152.4773,-13.587,231.4785,11.2604,-95.5668,-312.6316,13.4088,8.5487,-140.85320000000002,-113.3019,90.187,-169.2774
